SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2300,3,1,Urban,2009,165784.526262213
2179,4,3,Rural,2021,137307.485217219
1386,2,2,Urban,1965,173109.12753025
1534,2,1,Urban,1981,159820.782859209
1199,5,3,Urban,2016,186948.427808314
1274,3,2,Rural,1967,166040.648875424
1500,3,3,Suburb,2021,49305.7081049116
1458,5,3,Urban,2008,242501.59190015
1049,5,3,Urban,1951,165742.457441613
1969,3,3,Urban,2016,227684.568062708
2721,2,2,Rural,1964,370389.597526101
1987,2,2,Urban,1988,176973.699559314
1531,4,2,Urban,2005,226975.807957816
2003,4,1,Rural,2018,209458.434103197
1627,3,3,Rural,2021,158437.278615475
2115,2,1,Urban,2014,191981.224806155
2884,4,3,Suburb,1961,351001.738498054
2479,2,1,Rural,1988,306450.757347189
1338,2,1,Suburb,1988,220205.312533739
2076,3,2,Suburb,1956,138935.59497727
2519,2,3,Urban,2004,268433.476806534
2658,3,2,Suburb,1955,242130.459393177
2876,4,1,Suburb,1960,293965.390301821
2873,5,1,Urban,1956,335727.091045088
2800,2,2,Rural,1959,172416.752314499
1003,5,2,Rural,1985,162348.44284942
2704,5,2,Suburb,2020,186966.649627727
1280,3,2,Rural,1957,180019.775409565
2313,2,2,Urban,1980,196999.414999166
1072,2,3,Urban,1984,102686.688539917
2160,4,3,Suburb,1991,275317.220233027
2873,5,2,Urban,1967,290756.817398014
1767,5,3,Urban,2011,261100.349866593
1970,3,3,Urban,1970,214068.519964942
2676,2,1,Urban,1970,327171.339475552
1997,2,3,Suburb,1976,182621.462565313
2416,5,3,Urban,1959,256972.037644653
1207,4,1,Rural,1984,108024.604482049
1259,5,2,Urban,1978,171325.238869178
1929,2,3,Suburb,2014,253155.806686331
1262,3,1,Suburb,1986,144654.317363055
1782,3,2,Rural,1951,92147.2503267996
1504,3,3,Urban,1971,228520.470493642
2573,2,3,Suburb,2014,244821.206880345
1202,2,3,Urban,1992,92506.9830292171
2759,3,1,Rural,1967,354966.3321361
2370,2,2,Urban,1989,250751.128677954
1051,4,2,Suburb,1988,116518.754638993
2616,3,3,Rural,1963,301972.390898662
2379,4,1,Urban,1973,267320.162892246
2746,4,2,Suburb,2003,290111.551770622
2542,2,2,Rural,1998,246342.755449072
1362,2,2,Rural,1984,118443.149459144
1044,3,1,Rural,2009,53323.080675731
1826,2,3,Rural,1974,194655.271136189
2401,4,2,Urban,1966,306067.214294818
1788,2,1,Suburb,1972,176164.878749157
2435,3,3,Suburb,2002,258227.3236211
1770,5,3,Suburb,1999,260998.134933601
1141,5,1,Rural,1987,142946.623244861
2281,2,3,Suburb,2004,261521.301171131
1796,5,3,Suburb,2015,297444.025994311
2937,4,1,Suburb,1955,384425.557561249
1036,5,3,Rural,1993,239376.632826047
2964,5,1,Rural,2021,377146.265555997
1044,4,2,Suburb,1953,125415.832458698
1919,3,1,Suburb,2015,227758.872320039
2655,5,2,Rural,2013,295052.030784816
2069,5,2,Suburb,1997,191764.461425108
2675,5,2,Rural,1952,287566.60904378
1564,3,1,Suburb,1981,202686.401629159
1300,2,1,Urban,1976,87075.2931734958
1287,2,1,Urban,1993,144349.911533863
1785,3,2,Rural,2007,166873.309862695
1268,4,3,Rural,2012,178871.151348863
2923,2,3,Urban,1975,261233.290987322
1790,3,1,Urban,1951,193721.362325608
2085,3,3,Suburb,2003,125127.622812817
2589,4,2,Urban,1992,227762.620638551
2993,3,2,Urban,2004,315105.108262626
2974,2,3,Suburb,1951,302964.889087658
1580,2,3,Urban,1990,134741.774277652
2265,3,2,Rural,1975,265513.273141555
1935,3,1,Suburb,2015,155289.052666194
2805,4,1,Urban,1964,266683.011304134
2787,4,3,Rural,2014,322498.04279457
1353,5,3,Rural,1981,130483.52496379
2819,3,1,Urban,1999,433298.504491071
1967,5,3,Rural,1968,213861.533820216
2999,5,3,Rural,1963,361892.491875194
2886,5,3,Suburb,2010,237737.792971857
1070,5,2,Urban,2012,180896.139330279
1834,2,1,Urban,2003,149537.60372656
1412,4,3,Rural,1997,161708.830012781
1611,3,3,Rural,2021,229131.239454249
2084,4,3,Suburb,1961,223199.033304021
1614,4,3,Urban,1964,135590.763904672
2475,4,3,Suburb,1999,272024.168046615
2416,4,3,Suburb,2009,217291.202221008
2654,4,2,Urban,1993,275600.575919191
1528,4,2,Urban,1983,186412.226159549
2328,2,2,Urban,1955,273343.098100939
1190,4,2,Rural,1976,178702.656816992
2747,3,3,Suburb,2006,274326.796573198
1077,3,3,Rural,1976,44859.5122890622
2581,5,3,Rural,2010,196062.794399236
2628,5,2,Urban,1987,308175.639848441
1888,4,2,Urban,2001,176159.892363234
2548,5,2,Urban,1997,265836.173985234
2763,5,1,Suburb,1986,204975.715074211
2324,4,3,Urban,2006,261288.24737341
1948,5,2,Rural,1994,204052.24242326
1016,3,2,Suburb,1958,82287.523283042
1814,4,3,Rural,1980,229355.503661239
2597,3,1,Urban,2009,208097.169427906
1433,3,2,Rural,1953,188641.926199358
2066,2,1,Suburb,1999,123062.221874618
2091,2,2,Urban,1982,324874.352848213
2403,5,2,Rural,1950,270167.662382625
1211,3,3,Rural,1965,260066.575740064
1202,5,1,Urban,1951,68936.1564088817
1725,4,2,Rural,2001,182606.121147048
1108,3,3,Suburb,1955,193302.090867681
1967,5,2,Suburb,1998,263576.792917621
1283,3,3,Suburb,1961,180633.055247333
1940,5,2,Suburb,2021,216401.508189018
2960,4,3,Urban,2004,291571.602710346
2629,2,2,Urban,1990,288453.388508192
2248,3,3,Rural,1950,248703.091617049
1736,5,3,Suburb,1950,223358.962807418
2774,2,1,Suburb,2013,347091.178266256
2141,4,3,Suburb,1992,230950.212816648
1931,2,1,Rural,1955,183944.829529917
1602,4,3,Rural,1951,124359.069977046
2363,5,3,Urban,1952,188466.792458977
2824,4,3,Rural,1993,250917.551719901
2304,2,3,Suburb,1967,299861.804711182
1490,5,1,Urban,2012,238908.207100479
1018,5,3,Suburb,2007,69422.2147294706
2198,3,3,Suburb,1970,217687.410254401
2492,5,3,Suburb,1973,303139.170152622
2641,5,3,Urban,2011,319473.198205136
1800,5,3,Urban,2019,264898.598142793
1759,3,3,Urban,1966,242097.933907594
2858,4,2,Urban,2013,295758.485828399
2165,2,1,Rural,1986,164076.437274836
2486,5,1,Suburb,2015,332336.303116445
1928,2,3,Suburb,2009,290269.060106821
1297,2,2,Urban,1964,161995.645619583
2493,5,2,Suburb,2020,295436.922181139
1704,2,1,Rural,1985,104033.363304663
2886,4,2,Urban,1996,356592.259938339
1814,2,2,Rural,1997,243973.14281127
1802,2,1,Rural,2005,330211.959695864
1372,3,1,Rural,2018,168920.361062002
2491,4,1,Rural,1999,220567.753440374
1927,2,3,Suburb,1995,137001.609596125
1950,5,1,Rural,1979,211029.161500664
2461,2,1,Suburb,1979,201605.854011876
1843,5,2,Urban,1956,171370.358288027
1946,4,2,Urban,1999,157235.074214418
2743,4,1,Suburb,2000,282681.024289068
1442,3,1,Rural,1966,154295.700940699
2479,5,2,Rural,1954,408553.10520261
2271,5,1,Rural,2013,270864.004535806
1141,4,3,Suburb,1958,204510.804456568
1401,5,1,Rural,2008,166135.935198517
2919,5,2,Suburb,2014,296920.015615314
1822,2,3,Suburb,1968,196596.508245786
1221,3,1,Urban,1982,127928.660827357
1736,2,2,Urban,1999,263883.098276598
2889,4,2,Urban,2008,339323.635198376
2207,5,2,Urban,1967,316466.259231291
2387,5,2,Suburb,2021,341480.975466984
2840,4,3,Urban,1951,288595.508383287
1993,5,1,Rural,2019,300111.73712656
2211,4,1,Suburb,1987,112758.369753579
1112,3,1,Suburb,1978,2360.27444990864
2204,5,1,Urban,1953,234428.364849923
2222,2,2,Suburb,1995,165424.171112254
2925,2,3,Rural,2009,311928.665827194
2093,3,2,Rural,1956,138162.499049211
1597,4,3,Urban,1993,143161.071815693
1903,5,1,Suburb,2014,207945.194760101
1484,5,2,Suburb,2004,193509.337294796
2422,2,2,Rural,1966,324507.066406659
2945,4,1,Rural,1991,285641.666795284
1550,4,3,Rural,2008,215983.799362903
2666,5,3,Suburb,1989,287302.71738039
2976,5,3,Urban,2008,376962.288769602
2033,2,2,Rural,2010,177121.080058493
1002,4,2,Rural,1993,148527.457475981
2501,5,2,Rural,1957,228922.290568902
2837,5,3,Urban,2002,321585.95483379
1661,2,2,Suburb,1987,142825.491046824
1066,2,3,Rural,1992,145986.574630052
1704,5,1,Urban,1969,221955.01994266
2120,3,2,Rural,1981,227491.609718458
2554,2,2,Suburb,1966,312443.558174301
2341,5,1,Urban,2000,315538.544259155
1097,3,1,Suburb,1979,86630.0543317549
2080,5,3,Suburb,2000,253969.599518027
2886,4,1,Rural,1997,387646.06887011
2130,3,2,Urban,1970,187498.567799047
1087,4,1,Suburb,1972,131435.398124289
1971,5,1,Rural,1975,249876.538549637
1652,3,2,Rural,1962,107796.387640986
1655,4,3,Urban,2016,297594.554150031
1911,2,2,Rural,2014,165780.00958805
1370,3,2,Rural,1999,131704.117011989
1374,2,1,Suburb,1969,141967.422541755
1051,2,1,Suburb,1968,69015.9165774678
2747,4,2,Suburb,2014,324553.468376258
1040,5,1,Rural,1988,199610.970226632
1815,4,3,Urban,1972,243533.865087925
1090,5,1,Rural,1974,159869.458658262
1038,4,3,Urban,1994,174821.555556208
2036,4,2,Urban,1989,205918.485953475
1899,3,1,Urban,1991,178080.455382463
2631,5,1,Suburb,1985,371990.82605165
1620,2,3,Suburb,1986,218895.185695474
1103,5,3,Urban,1965,73985.0621176272
2889,5,2,Rural,2010,405110.532272748
1742,4,2,Rural,1984,272173.232641545
1042,2,2,Suburb,1981,154867.915188402
1208,3,2,Urban,2006,208307.784343785
1599,4,3,Rural,2006,264461.513549147
1604,3,1,Urban,1951,177539.396260481
2709,3,1,Rural,1973,338538.087369072
1475,5,2,Urban,1983,314052.36924816
2661,2,1,Urban,1978,250047.530207472
1108,5,2,Rural,2011,132689.218732502
2582,2,1,Rural,1980,214759.068679896
1213,3,1,Urban,2011,129629.513724559
2627,5,1,Rural,1987,359180.931308473
2716,3,1,Urban,2007,242983.705428268
1408,4,3,Suburb,1992,219279.211830401
2576,2,1,Urban,1955,347968.2065773
1770,3,3,Rural,1967,103690.208374168
1632,3,3,Rural,1994,153227.757060236
1076,2,3,Rural,1956,202535.301002126
1094,3,1,Suburb,2005,152741.315250871
1268,4,2,Suburb,1978,105730.008434897
1360,3,2,Urban,1953,136810.673274055
1529,3,3,Rural,1978,193748.793614633
2828,2,3,Urban,1965,353669.039376942
1682,2,1,Urban,2009,284401.105988796
1161,4,2,Rural,2012,134498.440370023
1464,3,3,Rural,1965,207169.325745316
1822,5,2,Rural,1999,203385.739794163
2587,4,2,Suburb,1954,298185.516314812
1547,5,1,Urban,1967,228223.712304182
2973,3,3,Urban,2014,284110.444891631
2210,3,1,Suburb,1991,273904.005698833
2905,2,2,Suburb,1992,235838.616781728
2783,4,2,Urban,2019,333867.860286077
1051,5,3,Suburb,2017,250875.373313861
1487,3,3,Suburb,1953,177125.009211
2554,3,1,Rural,1950,206997.130580442
2419,2,1,Urban,1952,199807.06329738
1091,2,1,Rural,2009,159473.558643045
1650,2,3,Suburb,2007,79250.0743447954
2839,4,3,Rural,2001,287182.34508538
1356,4,3,Urban,1956,174401.991754149
2755,3,2,Urban,1972,418717.406373237
2634,5,1,Urban,2014,406220.185330037
2771,4,1,Suburb,2006,302531.249246372
1718,2,3,Rural,2015,143904.256248482
2167,2,3,Suburb,1950,298335.538517208
1198,4,1,Rural,1951,128464.435463514
1814,3,2,Suburb,1981,216226.299116987
2346,3,1,Suburb,1965,285050.675860764
2822,3,3,Urban,1992,372121.69311977
2355,3,1,Rural,1986,261869.900004804
2287,2,1,Rural,1979,279129.857629931
1216,4,1,Rural,1950,114763.584755972
2724,2,2,Urban,1978,245068.598523287
1555,5,3,Suburb,1995,177150.065223618
2457,3,1,Rural,1967,225813.319978099
1802,3,2,Rural,1987,243924.129974851
2483,5,1,Rural,1960,394545.515213835
1700,5,2,Suburb,1967,194741.39225402
1502,2,3,Rural,1975,166660.803471219
1468,5,3,Rural,2002,268404.343828084
2974,3,2,Suburb,2010,439005.634446934
2729,5,2,Rural,1972,245428.149570144
2805,2,1,Urban,1984,232586.191871572
1365,5,2,Suburb,1959,202148.78382921
2795,5,3,Urban,2007,318762.92378181
2936,2,3,Rural,1972,372312.482974584
2262,2,3,Urban,1995,284096.966856207
1623,2,3,Suburb,2006,181066.186581077
2604,3,3,Suburb,2007,300864.599026124
1919,3,3,Suburb,1967,249264.5745733
1560,5,3,Suburb,1981,141476.119485691
1822,3,1,Rural,1956,205523.716567261
1966,4,3,Rural,1993,193818.026375076
1662,2,2,Suburb,1982,172016.101626144
1750,4,2,Rural,1963,238978.096788034
2872,2,1,Urban,1951,260523.838744897
2419,5,3,Urban,2002,274510.113764885
2418,2,3,Suburb,1976,216415.257389213
2650,3,3,Urban,2020,269053.218569516
2098,5,3,Urban,2019,313175.821280165
2121,2,3,Urban,1952,225049.125028425
1382,5,3,Suburb,1995,160418.531305952
2646,5,1,Urban,1983,192314.035537958
2892,5,1,Suburb,1989,270654.729783191
2393,4,2,Rural,2003,224573.933298884
2308,3,2,Urban,2008,305267.807828056
2279,5,2,Urban,2001,249360.014084641
2853,3,3,Rural,1999,236500.550453883
1308,2,1,Rural,1985,124999.914559624
2652,5,1,Suburb,1952,377078.840787666
1175,3,3,Urban,1993,147644.071930788
1227,5,3,Rural,2016,97952.3094376114
1346,4,1,Urban,2016,153315.683073633
2641,2,2,Rural,1993,269349.974587394
2365,4,2,Urban,1977,278131.385379431
2919,5,2,Rural,1977,333444.09902523
2985,3,2,Rural,1975,281646.08016367
2262,5,2,Rural,1965,286313.141809363
2635,5,2,Rural,1960,366198.293338707
2020,5,1,Urban,1981,312347.452918014
2711,4,3,Rural,1975,254988.383949188
1349,4,1,Urban,1956,164384.563419843
2978,3,1,Urban,1995,285471.823163923
1454,2,3,Rural,1984,100154.642119116
1440,2,2,Rural,1994,136644.121884347
1760,3,2,Rural,1983,254655.354809407
2611,5,3,Urban,1977,250481.481717745
1514,2,1,Urban,2008,179512.156116001
2104,4,3,Rural,2018,297224.446455248
2384,3,1,Suburb,1966,258124.347025343
1287,3,3,Urban,1974,139839.853757726
1007,5,3,Urban,1962,199136.995203658
1086,2,1,Rural,1957,76147.2072112939
1997,2,2,Suburb,1955,242232.549404622
1285,5,1,Rural,1973,156277.268180666
2422,3,1,Suburb,2004,255909.436059984
1073,3,2,Urban,1964,126577.489058837
2462,3,2,Suburb,1981,303655.259652391
2146,3,2,Rural,2013,258419.326254507
2400,4,1,Urban,2002,271399.601885971
1805,4,3,Rural,1994,217854.436381389
2166,3,2,Rural,1982,293542.637768743
1157,3,3,Rural,1975,130217.230920436
1429,3,1,Suburb,1992,99689.6771988192
2471,4,2,Rural,1985,358543.086793449
2433,5,1,Suburb,1960,279869.886883687
2394,2,3,Urban,1985,276529.271796099
2132,4,1,Suburb,1977,263315.861811544
1845,3,2,Rural,1963,259752.183131039
2730,3,2,Urban,1980,230986.314586928
1035,3,1,Rural,2003,160899.432255514
2113,3,3,Urban,2015,232398.218283425
2020,5,1,Urban,1993,213038.569980063
1973,4,1,Suburb,1966,307898.012137296
2438,2,2,Rural,1950,292398.962659073
2997,3,2,Urban,2014,306330.986608967
2017,5,2,Rural,2013,216704.969109246
2319,5,1,Suburb,1955,285366.30749369
2865,3,1,Suburb,2003,320172.821942087
1712,3,3,Rural,1971,142631.673837749
2069,2,1,Urban,2014,168665.80875644
1487,4,1,Suburb,1953,189192.354682018
1618,2,3,Suburb,1965,190824.073299453
1169,4,2,Urban,1996,208952.251385669
1145,5,2,Urban,1977,236462.457938195
1867,5,3,Suburb,1969,218111.215049575
1419,3,3,Suburb,1964,99247.1562208709
2995,2,3,Urban,1970,399730.69878076
2713,2,1,Suburb,1983,165812.118139074
1572,3,2,Rural,1993,68116.5924942474
2959,2,3,Suburb,1958,314593.536137332
2026,5,1,Rural,1953,189506.003064963
2617,5,2,Urban,1987,297513.468348501
2286,3,1,Rural,1993,233489.750916862
1798,3,3,Urban,2006,196720.048454112
1320,4,3,Urban,1972,192683.493676283
2630,5,3,Rural,2018,301457.830166846
2599,5,3,Urban,1973,324621.470188891
1245,5,3,Rural,1974,194333.881646864
2612,5,3,Rural,1972,332121.220291255
1476,5,1,Suburb,1960,130327.510322287
2282,4,2,Suburb,2005,333720.308602696
2116,3,2,Rural,1984,188655.439894701
2826,3,2,Rural,2004,297670.365645162
1782,2,1,Rural,2004,171260.824413081
1532,5,1,Suburb,1952,258635.140727088
2597,5,3,Suburb,2004,206425.643677674
2362,3,2,Urban,1959,187565.811839594
2947,5,1,Urban,1959,342012.255093399
2283,5,1,Rural,1950,242899.632366351
1236,5,2,Suburb,1976,191619.992422085
2164,3,1,Urban,1980,301796.865158581
1974,2,3,Rural,1956,264335.625242189
2970,3,2,Urban,1988,284406.518685542
2967,5,3,Rural,1952,225079.172086089
1678,3,1,Rural,1983,218603.125152884
2503,4,1,Suburb,2003,350746.91955755
1578,5,1,Suburb,1953,220393.947051709
2373,3,2,Urban,1988,276118.190714818
2593,3,1,Urban,1982,236882.216973227
2747,2,2,Suburb,1995,312682.350479576
1129,5,1,Urban,1971,175571.173932162
2560,4,3,Urban,1973,290462.549396111
1010,4,3,Suburb,1996,175736.428158702
1256,5,2,Suburb,1957,214500.743564431
1815,3,1,Suburb,2010,174986.758695652
1368,4,2,Rural,2000,144415.60603357
1943,5,1,Suburb,2012,215242.859847544
2417,4,2,Rural,1988,343294.957514817
2616,5,3,Suburb,1984,369868.049216448
2821,4,2,Suburb,2014,360476.151503305
2442,2,1,Urban,1971,252103.967472624
1881,5,2,Rural,1977,243448.254705604
1018,2,3,Suburb,1996,93582.8731247153
1109,5,1,Urban,1971,77770.6998295442
2460,4,3,Urban,2005,265091.115707851
1504,4,1,Urban,1951,223185.429781514
2057,3,1,Rural,2019,237326.090128791
2311,4,3,Rural,1979,272837.444266966
2867,2,1,Rural,1962,279441.587405226
2002,3,2,Urban,1987,259509.086824498
1254,2,1,Suburb,1999,212453.691900629
1637,2,2,Urban,2002,245041.340775637
2744,2,1,Rural,1979,326812.230999449
1133,2,3,Rural,1996,57767.2836986533
1498,2,2,Suburb,1983,44941.0451598333
1396,5,1,Urban,2005,175474.179390227
2510,5,3,Suburb,1986,296447.813393709
2621,3,1,Urban,1985,175921.312934171
2610,2,2,Rural,1956,232651.639855588
2983,5,2,Urban,1998,415867.263268478
1646,4,1,Rural,1989,207228.04392544
2836,3,2,Urban,1992,291864.586335862
1684,5,3,Rural,1978,195545.885730347
2236,4,2,Urban,1997,266393.591809478
2856,3,1,Rural,1986,288200.35817525
2373,4,2,Urban,2019,279334.686938023
1018,2,2,Rural,2005,106359.017012373
2010,4,2,Urban,1974,243306.153879709
1118,2,1,Urban,2002,119790.560436884
2838,3,1,Rural,2001,192646.967208984
1301,2,2,Urban,1973,160296.940327805
2308,4,2,Rural,1992,307117.502155959
1226,2,2,Rural,1984,139500.54999194
2530,2,3,Suburb,1989,245184.692390205
2524,3,1,Urban,1979,325525.742880052
2235,2,1,Urban,1997,246504.289397201
1355,5,1,Rural,1983,161712.424399241
1700,3,1,Urban,1996,182360.899725415
1486,4,3,Urban,1974,123004.479671482
2344,3,1,Urban,2010,236514.936830532
2686,4,2,Urban,1961,361290.668319878
1222,4,1,Rural,2020,133800.382786635
2663,2,2,Rural,1980,251704.24657755
2783,3,1,Rural,1983,312615.907094201
2586,4,3,Suburb,1962,348940.96250931
2214,5,3,Suburb,1974,243070.323028077
1994,2,3,Suburb,1981,218604.942110598
1499,2,3,Suburb,1974,208445.378825481
2518,4,3,Suburb,1996,312178.196786501
2260,5,1,Rural,2001,268332.256070615
2045,2,2,Suburb,2007,157584.180536932
2645,3,2,Suburb,1972,297054.842449574
2350,4,1,Urban,1983,320144.881429921
2568,5,2,Suburb,1997,238125.782511559
2150,4,2,Rural,1951,229339.780659148
1364,2,2,Suburb,1977,153191.70210692
2891,5,1,Urban,2008,324841.985578859
2067,4,1,Rural,1957,269113.303511965
1518,4,2,Rural,1986,139348.248405432
2151,4,1,Urban,1954,158437.098626142
2626,3,3,Rural,1978,263987.087460785
2153,3,3,Rural,1967,245049.273917627
1528,3,2,Rural,1999,177878.419193366
2344,3,3,Urban,2008,299967.394335895
1185,2,3,Suburb,2002,173645.868793216
2645,4,1,Urban,1968,224780.077859582
1797,3,3,Rural,2002,227885.584089079
1981,2,2,Urban,2016,165762.893681687
1347,3,3,Urban,1998,95592.2430198531
2504,2,3,Suburb,1955,310793.814097791
1921,5,3,Urban,1957,260699.25921814
2698,3,1,Suburb,1959,227011.775692479
2982,3,1,Suburb,1986,302117.138084605
2610,4,1,Rural,1958,340898.226295505
2734,3,3,Suburb,1998,286865.421859863
2947,3,1,Urban,2010,308580.061981258
1920,2,1,Urban,2011,285734.150971552
1956,4,1,Suburb,1963,246378.738758216
1360,4,2,Suburb,1983,189717.991675203
2310,5,2,Urban,2009,238605.744227339
1181,2,3,Urban,2004,90567.850289104
2474,3,3,Rural,1997,305826.472100683
1096,2,1,Suburb,1957,68235.2041024098
1562,3,2,Suburb,1954,202578.630868404
1313,5,3,Rural,2020,195194.179649349
2569,3,3,Rural,2014,245184.104076668
1954,4,1,Rural,1965,170661.243835824
1020,5,2,Suburb,1975,138247.239555275
2719,3,2,Suburb,1978,223796.912878414
1804,5,3,Urban,1976,328724.282161235
1575,4,1,Suburb,1991,255218.125123668
2520,4,3,Rural,1995,347482.246443048
1402,2,1,Urban,1956,153994.324082751
2147,3,2,Suburb,1969,185920.123118714
1612,5,3,Suburb,1993,108613.309127076
2142,2,1,Urban,2003,153489.414004224
2876,5,1,Urban,1990,368146.967509729
2613,2,1,Rural,1951,343913.805987286
1969,2,3,Suburb,2015,148583.779925165
1692,2,3,Rural,2009,223145.079103686
2734,4,3,Suburb,1966,437543.666475661
2500,4,2,Suburb,1981,287303.134964548
1958,4,1,Urban,2000,194289.487182286
1871,4,1,Suburb,2010,203521.722000719
2725,5,1,Suburb,2020,304515.438430328
1839,3,1,Rural,1971,189479.61220507
1102,4,2,Suburb,1964,117184.75145718
1332,3,1,Urban,1987,51850.5114900917
2901,2,2,Rural,2007,312188.898175101
2810,3,3,Suburb,2009,350238.856249115
2482,4,3,Suburb,1995,320386.951753683
2153,5,1,Suburb,1950,155078.268474974
1752,4,3,Rural,1992,238368.725711499
1133,5,1,Rural,1979,150946.49368147
2180,4,2,Urban,1994,210500.463727307
1424,2,3,Suburb,1958,159943.744782362
2458,5,3,Urban,2004,249097.526782102
2412,2,2,Suburb,1973,297252.024783498
1936,4,2,Suburb,1990,215269.90984278
2341,2,2,Suburb,1957,280157.239374892
2693,3,1,Suburb,1960,316162.601179839
1504,3,1,Suburb,1978,119696.029183595
1870,5,3,Urban,1975,174244.4269372
1189,3,3,Rural,2020,109905.36233661
1611,3,2,Urban,1989,172132.855812833
2434,4,1,Urban,1959,342824.5530127
2969,4,2,Urban,2017,338804.416881961
1051,3,2,Urban,1984,147829.408387394
2584,5,1,Suburb,2003,298075.561265739
2469,3,3,Rural,1973,330639.413972202
1611,4,3,Suburb,2009,192834.320840101
2467,2,3,Suburb,2007,246809.200364245
2405,5,3,Rural,1975,259482.875076337
2786,5,3,Suburb,2008,358575.37243899
1373,3,1,Urban,1976,269159.142525748
2999,2,1,Suburb,2008,299012.650575793
2589,5,2,Urban,1979,286594.00639221
1374,5,3,Rural,1981,158920.687791115
1388,4,3,Urban,2008,145901.01705714
2672,3,1,Suburb,1975,347351.18976939
1673,3,2,Suburb,1991,230287.748684353
2889,5,1,Urban,1973,324543.300167995
1803,2,1,Rural,1983,241024.19659949
2502,2,3,Suburb,1950,317632.095480117
1403,2,1,Rural,1999,141797.321687459
1592,2,1,Suburb,1971,147909.723912992
2491,3,3,Suburb,1974,154039.357345564
1731,4,3,Rural,1978,285012.87341135
2620,2,3,Rural,2020,239524.149517479
1504,2,3,Rural,2013,193692.923110555
1082,4,1,Suburb,2000,221672.821199012
1318,3,1,Suburb,1975,103711.158543398
2090,4,3,Suburb,1998,256020.027638156
1413,4,1,Urban,1985,197252.978389526
1452,2,1,Suburb,2019,196428.891300345
1745,4,2,Urban,1988,211569.002965053
1197,4,2,Suburb,1990,103762.387497131
1258,3,2,Urban,1953,201593.597479665
2712,2,1,Suburb,1963,237220.985975005
1297,2,3,Urban,1995,206598.600501357
2303,5,1,Urban,1974,285882.080575427
1299,2,2,Suburb,2002,116673.129544576
1128,3,1,Rural,1980,102778.521206473
1497,3,2,Suburb,1954,107049.828208819
2906,3,3,Rural,1990,323817.312231333
1437,5,3,Rural,2012,84346.7668989548
2715,5,3,Urban,1977,241590.163106634
2315,3,3,Rural,1994,314351.156584294
1206,2,2,Suburb,1997,132231.300589882
1293,5,2,Urban,2012,216103.768418306
2963,2,2,Urban,1980,274593.2766551
2873,5,1,Urban,2013,348562.051687396
2710,4,2,Suburb,2015,287692.776205363
1028,3,3,Suburb,2009,77585.1082938355
1178,4,2,Urban,1958,114545.604936821
1040,3,2,Rural,1991,98340.3179514867
2493,4,1,Rural,1984,315068.569652792
2215,2,1,Rural,1975,246941.839682877
1343,2,1,Urban,1951,256475.302954365
2772,3,1,Suburb,1997,325613.204502736
1815,2,2,Suburb,1997,149981.252329176
2996,3,2,Rural,2018,245319.883213821
1736,4,3,Rural,1973,295825.248156308
1625,3,3,Rural,1999,156227.424673519
1277,5,1,Rural,2002,156262.772714321
2378,4,2,Suburb,2007,202011.14923686
1528,4,3,Suburb,1994,174933.644663133
1085,3,2,Suburb,1973,179021.805997864
2924,5,2,Urban,1986,460583.826081923
1316,5,2,Suburb,1975,104778.615480714
2880,2,2,Rural,1969,284582.485020618
2925,4,1,Suburb,1962,304813.9588317
1692,2,3,Rural,1970,316420.588240608
2360,4,2,Suburb,2017,198647.223371666
1862,4,2,Rural,1957,244713.1320827
2168,4,2,Suburb,2006,141528.029454473
1314,4,3,Rural,1982,79139.455254171
1224,3,1,Urban,2020,151063.892866463
2446,5,1,Urban,1952,307135.949414528
2077,4,2,Urban,2017,252618.36981721
2917,2,2,Suburb,1959,350988.981333771
2967,2,1,Rural,1961,349733.375329004
2956,3,3,Suburb,2001,310522.400488127
2839,5,2,Suburb,1983,279917.521953806
1067,4,3,Suburb,1970,123072.63917638
2642,3,1,Suburb,1965,273510.08272466
2357,2,2,Suburb,1977,203911.096911263
2020,5,2,Urban,2011,278860.337032726
2100,4,3,Rural,1978,192138.351264386
2562,5,3,Rural,1986,333429.92748337
1855,2,3,Urban,2019,209190.968966208
2178,3,2,Rural,2008,253020.13105336
2095,3,1,Rural,1976,229478.778260442
2524,2,1,Suburb,1971,277317.844822018
2470,4,1,Suburb,1951,239854.084923465
2715,4,3,Suburb,1967,378453.563773429
2582,5,3,Suburb,1955,342962.610460362
2777,2,1,Urban,1972,263112.69682957
2382,2,2,Suburb,1963,241056.253215486
2300,4,1,Rural,2008,275484.427079499
1882,2,3,Suburb,2017,189412.798595263
2336,3,3,Rural,1970,232526.955922955
2128,4,3,Rural,1974,271629.440518293
1970,4,3,Suburb,1989,227400.235557024
2118,3,1,Suburb,2011,225762.463506791
2242,2,1,Urban,1971,237325.973959731
2705,4,2,Rural,1977,220474.497914672
2901,4,3,Suburb,1958,415089.14596242
2967,4,1,Urban,1966,286099.330546742
2818,2,3,Rural,1983,259216.813098771
2151,4,3,Suburb,1954,146120.953060113
1199,2,3,Rural,1956,112910.528931003
2952,5,2,Rural,1980,372200.944763793
1331,3,3,Rural,2020,134943.310845625
1546,2,3,Urban,2021,116105.81924433
2889,2,1,Suburb,1999,323892.03587693
2679,3,3,Suburb,1983,279011.645234906
2315,2,2,Suburb,1953,206845.464441939
